,epoch,loss,train_accuracy,validation_accuracy,test_random,test_accuarcy
0,0,1004.691771864891,0.5194958729987746,0.5218639839641077,0.5108001929836653,0.5108001929836653
1,1,1004.5938974022865,0.5200721720279532,0.5217131762000213,0.5108001929836653,0.5108001929836653
2,2,1004.5424258112907,0.5215721652954879,0.5218325656799231,0.5108001929836653,0.5108001929836653
