epoch,loss,lr,train_accuracy,acc_train_max_diff,validation_accuracy,validation_loss,acc_val_max_diff,test_random,test_accuarcy,test_loss,acc_test_max_dif
1,0.0027060940623817985,0.001,0.5163733182926626,0.0063922850207085435,0.5097898804570116,0.0027100538234139378,0.0,0.5072657988882804,0.49248948294547445,0.002725843164210744,0.0
1,0.0027060940623817985,0.001,0.5163733182926626,0.0063922850207085435,0.5097898804570116,0.0027100538234139378,0.0,0.5072657988882804,0.49248948294547445,0.002725843164210744,0.0
2,0.0027059478300655313,0.001,0.5170424069496746,0.006823598369856798,0.509596340810415,0.0027088085540404256,4.5159250872561785e-05,0.5072657988882804,0.49290899980189484,0.002723555550405166,0.0
2,0.0027059478300655313,0.001,0.5170424069496746,0.006823598369856798,0.509596340810415,0.0027088085540404256,4.5159250872561785e-05,0.5072657988882804,0.49290899980189484,0.002723555550405166,0.0
3,0.0027053980451713813,0.001,0.5173880105948253,0.007581161560027194,0.5104866231847593,0.00270797195833988,4.5159250872561785e-05,0.5072657988882804,0.49334016990432683,0.00272293691805278,0.0
3,0.0027053980451713813,0.001,0.5173880105948253,0.007581161560027194,0.5104866231847593,0.00270797195833988,4.5159250872561785e-05,0.5072657988882804,0.49334016990432683,0.00272293691805278,0.0
4,0.0027051362979770874,0.001,0.5179907433519683,0.007921235546855532,0.5106414549020367,0.002708182818129466,0.0007419019786203407,0.5072657988882804,0.49289734655588313,0.0027238558935515898,0.0
5,0.0027047985193717444,0.001,0.5183750546053759,0.008441023429162309,0.5130026385905153,0.002706946731686544,0.0027869709109911156,0.5072657988882804,0.49343339587242024,0.0027233226544919843,0.0
6,0.0027038685299609093,0.001,0.519837649231654,0.010293458967170377,0.5158154147877193,0.0027072249905182523,0.004690110769191125,0.5072657988882804,0.49406267115705077,0.0027254246932476448,0.0
7,0.0027033652337101603,0.001,0.5203491426264771,0.010293458967170377,0.515925087254124,0.002707198631458373,0.006864206132626283,0.5072657988882804,0.496684651509678,0.0027233777984952633,0.0
8,0.0027031627500315554,0.001,0.5214523094617983,0.011966180609700117,0.5174088912113647,0.002705930698730601,0.006864206132626283,0.5072657988882804,0.49557759313856875,0.0027244695255679223,0.0
9,0.0027031502010954884,0.001,0.5211730617165166,0.011966180609700117,0.5192862257833517,0.002704238967661345,0.00848993916403773,0.5072657988882804,0.4984442916574412,0.0027217334637880787,0.0
9,0.0027031502010954884,0.001,0.5211730617165166,0.011966180609700117,0.5192862257833517,0.002704238967661345,0.00848993916403773,0.5072657988882804,0.4984442916574412,0.0027217334637880787,0.0
10,0.0027023992096968487,0.001,0.5225527114679583,0.01233113805897923,0.5194604114652887,0.0027051568561960683,0.009915681227299356,0.5072657988882804,0.49929497861629357,0.0027233839615709403,0.0
11,0.0027016367186224765,0.001,0.523393219532965,0.013163351636502396,0.5187507660944345,0.002705314420303744,0.009915681227299356,0.5072657988882804,0.49970284222670225,0.0027229245009104514,0.0
12,0.002700609158547534,0.001,0.5254806655496757,0.014634240750263983,0.5208667995638907,0.002705425480660459,0.012780067996929212,0.5072657988882804,0.5040844627270926,0.002722400554738199,0.0
13,0.002700605449139514,0.001,0.5257847967574084,0.01520103072831136,0.5226667182772391,0.0027036336652225433,0.013967111162721646,0.5072657988882804,0.5057159171687273,0.0027211626801855247,0.0
13,0.002700605449139514,0.001,0.5257847967574084,0.01520103072831136,0.5226667182772391,0.0027036336652225433,0.013967111162721646,0.5072657988882804,0.5057159171687273,0.0027211626801855247,0.0
14,0.0026999002410545707,0.001,0.5264345316102917,0.01695116758735471,0.5258343171598702,0.002702096077877914,0.01456708406717111,0.5072657988882804,0.5075920897766073,0.002721336845245118,0.0003262908883269189
15,0.0026988006488539245,0.001,0.5275929950288372,0.017506898248757174,0.5278987400569006,0.002701709886446176,0.01803789506280362,0.5072657988882804,0.509258503956277,0.0027191805314152524,0.0019927050679966474
15,0.0026988006488539245,0.001,0.5275929950288372,0.017506898248757174,0.5278987400569006,0.002701709886446176,0.01803789506280362,0.5072657988882804,0.509258503956277,0.0027191805314152524,0.0019927050679966474
16,0.002698515362434307,0.001,0.5279966600863732,0.018717893421365428,0.5285890314630952,0.002700681788132288,0.01803789506280362,0.5072657988882804,0.5099576987169776,0.002721366054736998,0.0026918998286972196
17,0.002697672861757512,0.001,0.5292297738922712,0.018952903900067986,0.5271890946860465,0.0027010711446199985,0.01803789506280362,0.5072657988882804,0.5080232598790393,0.002722437263692278,0.0026918998286972196
18,0.0026967588261465367,0.001,0.5301559916612752,0.020844047046333025,0.5282729167069874,0.0027004529662366886,0.01803789506280362,0.5072657988882804,0.5102839896053045,0.0027227204241309253,0.0030181907170241384
19,0.0026962804097419406,0.001,0.5308886713889949,0.020844047046333025,0.5305244279290613,0.002699805720557658,0.021057113549710738,0.5072657988882804,0.5104937480335148,0.0027224146625067194,0.003227949145234388
20,0.0026956684970013537,0.001,0.5321466686573436,0.022447647959832562,0.5302599237453792,0.002699656975616393,0.021057113549710738,0.5072657988882804,0.5108783051519,0.0027247160145602205,0.0036125062636196414
21,0.0026951828880465312,0.001,0.5326498675646831,0.022447647959832562,0.5317437277026199,0.0026974893237208964,0.022457050326759487,0.5072657988882804,0.5121252024751495,0.0027220798949047966,0.004859403586869093
22,0.0026941279138823983,0.001,0.5332332465176977,0.02365311347411847,0.5322791873915371,0.0026990451934839703,0.022457050326759487,0.5072657988882804,0.5122766946733013,0.002724723926607447,0.005010895785020897
23,0.0026939080434969748,0.001,0.5339576317579336,0.024029130240042385,0.5332855935538395,0.0026967358131429362,0.02305702323120895,0.5072657988882804,0.5134536725204806,0.0027226121518175513,0.0061878736322001915
24,0.0026931847461770515,0.001,0.5348119639687464,0.024781163771890546,0.5343436102885676,0.002695857150383911,0.024353738863406194,0.5072657988882804,0.5146889165977183,0.00272175924479562,0.007423117709437932
25,0.0026919120532126885,0.001,0.5360340184579995,0.025312010970842125,0.5342339378221629,0.002695864492960001,0.02585689678530645,0.5072657988882804,0.5154114178504422,0.002719923804037547,0.008145618962161816
