epoch,loss,test_loss,train_accuracy,test_accuarcy,lr,acc_train_max_diff,validation_accuracy,validation_loss,acc_val_max_diff,test_random,acc_test_max_dif
41,0.002502569874593837,0.00268428625660807,0.6250668036078426,0.5704649724583281,0.001,0.11717726020117225,0.6304155491309346,0.002494166641384171,0.11882684872339687,0.50414922840172,0.0663157440566079
42,0.0024879803778884717,0.002681153920269752,0.6312142283474206,0.5699903640102976,0.001,0.11956576908493245,0.6283047128078303,0.0024975545163264056,0.11882684872339687,0.50414922840172,0.0663157440566079
43,0.0024816127239002976,0.002683855379430667,0.6322532297118563,0.5721908213602566,0.001,0.12113919931210948,0.6323731234107771,0.0024844586876202803,0.11971855515691945,0.50414922840172,0.06804159295853651
44,0.002467995555268227,0.0026955956951079693,0.6353015641747553,0.5709683450547238,0.001,0.1237217745426752,0.6329374063882406,0.0024837149483411232,0.12136960535023855,0.50414922840172,0.06804159295853651
45,0.002469014097998079,0.002707993698247673,0.6356687974156334,0.5709251988321756,0.001,0.12486527317077545,0.6364276011007002,0.0024740835517388475,0.12304852136960542,0.50414922840172,0.06804159295853651
46,0.002475560138554969,0.002694292639556538,0.6354896592493514,0.5712272223900131,0.001,0.12486527317077545,0.6344142951687624,0.002476298451120525,0.12315301821728375,0.50414922840172,0.06804159295853651
47,0.002466013168023854,0.002689882865379815,0.6357135819572038,0.5738303778170888,0.001,0.12486527317077545,0.6359956807969627,0.0024759612155602585,0.12501306210595986,0.50414922840172,0.06968114941536874
48,0.0024711332630578623,0.002708369247114173,0.6349014889367254,0.5716011563187643,0.001,0.12486527317077545,0.6401616217910759,0.0024556794218967373,0.1291163049914661,0.50414922840172,0.06968114941536874
49,0.0024675316768620554,0.002702285478319139,0.6368630518575135,0.5709395809063583,0.001,0.12521459259502532,0.6389773241840537,0.0024615117148996924,0.1291163049914661,0.50414922840172,0.06968114941536874
50,0.0024614481631664896,0.0026978305306778693,0.6380871626604406,0.5730393637370381,0.001,0.12660888465592035,0.6392350830749939,0.002461028762602657,0.1291163049914661,0.50414922840172,0.06968114941536874
51,0.0024636437355556066,0.002701653584732259,0.6378214410471222,0.5718025053573227,0.001,0.12660888465592035,0.6399804939217667,0.002456781334038077,0.1295482252952036,0.50414922840172,0.06968114941536874
52,0.002454852640559233,0.002699398332314843,0.6386006920704491,0.5703786800132316,0.001,0.12682683609156353,0.6420007663102163,0.002449229718284417,0.13088578494548742,0.50414922840172,0.06968114941536874
53,0.0024591088093445725,0.0026951396472673765,0.6398785443232607,0.5724640807697287,0.001,0.12797929162797772,0.6429900031349054,0.0024485844683674557,0.13216761294367618,0.50414922840172,0.06968114941536874
54,0.0024516514800547785,0.0026880489263593392,0.6414788452753801,0.5730105995886727,0.001,0.1302543463397594,0.6364136681876763,0.002466661156131131,0.13216761294367618,0.50414922840172,0.06968114941536874
55,0.002450664790788682,0.0027003623389259593,0.6417953227024784,0.5752542031611799,0.001,0.1302543463397594,0.6429412379393221,0.002447328949643965,0.13216761294367618,0.50414922840172,0.07110497475945987
56,0.0024557016044292326,0.002690536278651441,0.6400069266757629,0.5740173447814644,0.001,0.1302543463397594,0.6411299592462294,0.002450574532900199,0.13216761294367618,0.50414922840172,0.07110497475945987
57,0.002448877183895096,0.002693821530036857,0.6416669403499763,0.5728380146984798,0.001,0.13049021159203078,0.6450242084363789,0.002438953270869485,0.13251593576927098,0.50414922840172,0.07110497475945987
58,0.0024520028824264323,0.0026970821199587052,0.6424014068317325,0.5724065524729977,0.001,0.13049021159203078,0.6465846946950433,0.002433246036130452,0.13673064195896756,0.50414922840172,0.07110497475945987
59,0.0024340643016830268,0.002705424049781125,0.6468082057222702,0.5747076843422358,0.001,0.13586137094438655,0.649601170364694,0.0024274027703834753,0.13673064195896756,0.50414922840172,0.07110497475945987
60,0.002432172776344132,0.002697057395488115,0.6473515914933257,0.5709683450547238,0.001,0.13586137094438655,0.6499843254728482,0.002417860856528417,0.13943362708558293,0.50414922840172,0.07110497475945987
61,0.0024295220268389585,0.002736183824763575,0.6478472070867058,0.5718887978024191,0.001,0.13659882306224747,0.6515866104705841,0.002414561627638569,0.13943362708558293,0.50414922840172,0.07110497475945987
62,0.0024168320823915977,0.0027092780329978088,0.652119652352532,0.5709827271289065,0.001,0.14134598446872104,0.6546797171618656,0.002405619830969604,0.1412309728656519,0.50414922840172,0.07110497475945987
63,0.002415866294444655,0.00273334190451537,0.6524212015991067,0.5727085760308351,0.001,0.14134598446872104,0.6585878992650388,0.0023930875768548225,0.14816259709498758,0.50414922840172,0.07110497475945987
64,0.0024174774202524447,0.002722682187161211,0.6525167419544571,0.5702492413455869,0.001,0.14164454807919102,0.6596955658504302,0.002395618008182043,0.14816259709498758,0.50414922840172,0.07110497475945987
65,0.0024117239430950857,0.002699431050533726,0.6550246762824053,0.5731831844788655,0.001,0.14329261920898562,0.6540109373367237,0.002413005758932157,0.14816259709498758,0.50414922840172,0.07110497475945987
66,0.002413652793031706,0.0026832379110233464,0.654102114726053,0.5739166702621852,0.001,0.14329261920898562,0.6599881570239298,0.002403022567449125,0.1483994566163921,0.50414922840172,0.07110497475945987
67,0.0024118797874404557,0.0027101184712619948,0.6558367693028838,0.5694006989688053,0.001,0.1442510083985944,0.6585948657215507,0.0024025777678134412,0.1483994566163921,0.50414922840172,0.07110497475945987
68,0.002411555907841014,0.002709339683442081,0.6551202166377558,0.5718887978024191,0.001,0.1442510083985944,0.6625378801072834,0.002386306027408727,0.15220314187188688,0.50414922840172,0.07110497475945987
69,0.002410647564976703,0.0027180686315524784,0.6553590675261318,0.5696739583782773,0.001,0.1442510083985944,0.6671078755790867,0.0023703872601088787,0.15499669093315682,0.50414922840172,0.07110497475945987
70,0.0023896130939414445,0.002725338157822457,0.6608675661393039,0.5716586846154953,0.001,0.15023123751630907,0.665296596885994,0.002373771352276973,0.15499669093315682,0.50414922840172,0.07110497475945987
71,0.002397613554778573,0.002732176366294485,0.6601510134741757,0.5699759819361149,0.001,0.15023123751630907,0.6646069176913163,0.002373703627540025,0.15499669093315682,0.50414922840172,0.07110497475945987
72,0.0024024823611489125,0.0027264611011519717,0.6576848780516933,0.5696739583782773,0.001,0.15023123751630907,0.6673447351004911,0.002365285066806052,0.15597199484482216,0.50414922840172,0.07110497475945987
73,0.00239484136635083,0.002711182340577317,0.6606436434314513,0.5679768736247142,0.001,0.15023123751630907,0.6657703159288029,0.002382449936794509,0.15597199484482216,0.50414922840172,0.07110497475945987
74,0.002390782929568498,0.0027264733926650967,0.6624768239997373,0.5689980008916886,0.001,0.15039843313817225,0.6689191542721794,0.002359890796833516,0.15851475147166394,0.50414922840172,0.07110497475945987
75,0.0023932622896268825,0.002712290630273232,0.6590582706598554,0.5671858595446635,0.001,0.15039843313817225,0.6698038942491902,0.002370542328104155,0.15894667177540145,0.50414922840172,0.07110497475945987
76,0.002386327165295264,0.0027172904798034732,0.6629575114125941,0.5693863168946225,0.001,0.1522972977007616,0.6709185272910934,0.002351203409580482,0.15894667177540145,0.50414922840172,0.07110497475945987
77,0.002389507146243576,0.0027010159390755623,0.6611482159331457,0.5684083358501963,0.001,0.1522972977007616,0.6669824793618726,0.002374588993301652,0.15894667177540145,0.50414922840172,0.07110497475945987
78,0.0023835919989370212,0.002721007405598025,0.6649728157832667,0.5701485668263077,0.001,0.1534497532371759,0.6735100491135184,0.0023531325845294183,0.16180988540179042,0.50414922840172,0.07110497475945987
79,0.002380895935642061,0.002708469967485423,0.6644921283704099,0.5713854252060232,0.001,0.1534497532371759,0.6729039673969835,0.002354477754792407,0.16436657494165596,0.50414922840172,0.07110497475945987
80,0.00236731829281198,0.0027183687147202856,0.667638988824764,0.5717593591347744,0.001,0.1556262819575024,0.6710090912257479,0.0023523430944448268,0.16436657494165596,0.50414922840172,0.07110497475945987
81,0.0023669549730527305,0.0027111697858919967,0.6686182774671058,0.5696883404524601,0.001,0.1566951396829852,0.6710926887038907,0.0023546481453067328,0.16436657494165596,0.50414922840172,0.07110497475945987
82,0.002371279160860531,0.0027306799649029845,0.6667582261738775,0.5692424961527952,0.001,0.1566951396829852,0.6763453969138598,0.0023378851298790264,0.1647427635932982,0.50414922840172,0.07110497475945987
83,0.002372512204554946,0.0027061893905305197,0.6669702063373112,0.5720326185442465,0.001,0.1566951396829852,0.6744365878296005,0.002346984449609361,0.16642864606917696,0.50414922840172,0.07110497475945987
84,0.0023666830749651552,0.002702599926659816,0.6674180517530163,0.5718312695056881,0.001,0.1566951396829852,0.6766240551743355,0.0023392768664653864,0.16642864606917696,0.50414922840172,0.07110497475945987
85,0.0023591346616785736,0.002723125285129569,0.6691109074243813,0.5704649724583281,0.001,0.1569101054825236,0.6776620571946079,0.002332382074837949,0.16754327911108013,0.50414922840172,0.07110497475945987
86,0.002355779715043937,0.002696985334311818,0.6704634005798106,0.5714860997253024,0.001,0.15941803981047187,0.6750566024591591,0.002347932728178395,0.16754327911108013,0.50414922840172,0.07110497475945987
87,0.0023564801956141557,0.002734625078136061,0.6704066734938212,0.5708532884612619,0.001,0.15941803981047187,0.6744435542861124,0.0023387232101334397,0.16754327911108013,0.50414922840172,0.07110497475945987
88,0.002356899701182301,0.0027174858718716586,0.6691079217882766,0.5687391235563993,0.001,0.15941803981047187,0.6802953777561044,0.002327115325254393,0.1695356856734822,0.50414922840172,0.07110497475945987
89,0.0023560229451565005,0.002729986219849423,0.670508185121381,0.5723634062504495,0.001,0.15941803981047187,0.6791319795186178,0.002324112456579593,0.1695356856734822,0.50414922840172,0.07110497475945987
90,0.00234521759588272,0.002737514484249459,0.6731445018018314,0.5722627317311703,0.001,0.1608093462352621,0.6826988052527082,0.002306355180492545,0.17289351771221573,0.50414922840172,0.07110497475945987
91,0.0023534588016965105,0.002713401131215657,0.6710754559812739,0.572823632624297,0.001,0.1608093462352621,0.6819812602319829,0.0023174516559000104,0.17289351771221573,0.50414922840172,0.07110497475945987
92,0.0023492833390776026,0.002717601168725048,0.6721084860735004,0.5707813780903482,0.001,0.1608093462352621,0.6805740360165802,0.002321723377058102,0.17289351771221573,0.50414922840172,0.07110497475945987
93,0.0023392264124222693,0.00272967058466215,0.6737476002949808,0.5706663214968862,0.001,0.16261864171471052,0.683639276881814,0.0023082440473047674,0.17289351771221573,0.50414922840172,0.07110497475945987
94,0.0023486477345730124,0.002716976474226443,0.6720338451708829,0.5710402554256375,0.001,0.16261864171471052,0.6826779058831726,0.0023106249116456906,0.17289351771221573,0.50414922840172,0.07110497475945987
95,0.002339705388321557,0.002725789793028269,0.6731474874379361,0.5729099250693935,0.001,0.16261864171471052,0.6838413041206589,0.002301152333009413,0.17289351771221573,0.50414922840172,0.07110497475945987
96,0.0023202151067222678,0.0027300072024742978,0.6792859552691999,0.5733989155916066,0.001,0.16647906919808794,0.6857849454874778,0.002297684077646189,0.17708035807586475,0.50414922840172,0.07110497475945987
97,0.0023339342614451,0.0027328879719105857,0.6763928738837452,0.5748371230098804,0.001,0.16647906919808794,0.6859242746177157,0.002294121021852211,0.17708035807586475,0.50414922840172,0.07110497475945987
98,0.002335322137216546,0.002739080461683069,0.6752165332584934,0.571673066689678,0.001,0.16647906919808794,0.6858824758786444,0.0022941334273582697,0.17708035807586475,0.50414922840172,0.07110497475945987
99,0.0023407121807216768,0.0027148307155869127,0.6742521727966752,0.5711840761674649,0.001,0.16647906919808794,0.6834651154690167,0.002309216807813637,0.17708035807586475,0.50414922840172,0.07110497475945987
100,0.0023359535573553784,0.0027276658271701165,0.6737565572032951,0.5718456515798709,0.001,0.16647906919808794,0.6857083144658469,0.0022922121206625924,0.17708035807586475,0.50414922840172,0.07110497475945987
101,0.0023318524178242896,0.002725107204932781,0.6749000558313951,0.5686240669629374,0.001,0.16647906919808794,0.6823086836880421,0.002306193678044132,0.17708035807586475,0.50414922840172,0.07110497475945987
102,0.002321651798003216,0.002739979635352269,0.6783006953546488,0.568264515108369,0.001,0.16647906919808794,0.6892751401999373,0.0022858360910404025,0.17864781079104108,0.50414922840172,0.07110497475945987
103,0.002332234943765865,0.0027254911178745717,0.6754344846941365,0.5715148638736679,0.001,0.16647906919808794,0.6871225051377616,0.0022910716661635753,0.17864781079104108,0.50414922840172,0.07110497475945987
104,0.002315297384563218,0.002738113831065141,0.6789336502088452,0.5704505903841453,0.001,0.1672971334907758,0.6899508864815911,0.002276095123333203,0.17864781079104108,0.50414922840172,0.07110497475945987
105,0.0023177247424666326,0.002723038640613224,0.6789694778421016,0.5706807035710689,0.001,0.1672971334907758,0.6860148385523703,0.0022921415104703753,0.17864781079104108,0.50414922840172,0.07110497475945987
106,0.002317057356793638,0.002735878551445737,0.6778946488444095,0.5700191281586631,0.001,0.1672971334907758,0.6865721550733219,0.0022893940087391857,0.17864781079104108,0.50414922840172,0.07110497475945987
107,0.002318430141433961,0.0027380513349551648,0.6784260920710462,0.569745868749191,0.001,0.1672971334907758,0.6911073182625658,0.002281618438223287,0.18019436413668188,0.50414922840172,0.07110497475945987
108,0.002318641067449184,0.0027398343840166718,0.6774945736063797,0.5696020480073636,0.001,0.1672971334907758,0.6868786791598454,0.002288279727632305,0.18019436413668188,0.50414922840172,0.07110497475945987
109,0.0023237775944816947,0.0027438508434892016,0.6763480893421748,0.5692856423753434,0.001,0.1672971334907758,0.6850116688146575,0.0022991740895420484,0.18019436413668188,0.50414922840172,0.07110497475945987
110,0.002318662632550855,0.002736225997036404,0.6782738246297065,0.5716443025413125,0.001,0.16745835784042973,0.6861820335086558,0.0022885018350221912,0.18019436413668188,0.50414922840172,0.07110497475945987
111,0.00231513250574628,0.002736469303588992,0.6795039067048431,0.5711121657965512,0.001,0.16793307398107704,0.6885924274617715,0.0022846027904055268,0.18019436413668188,0.50414922840172,0.07110497475945987
112,0.002312566915356073,0.0027426742108886486,0.6795068923409477,0.5697602508233738,0.001,0.16793307398107704,0.6875335260719635,0.0022787223575531186,0.18019436413668188,0.50414922840172,0.07110497475945987
113,0.002308199614829283,0.0027462104089640955,0.6797755995903707,0.5683364254792826,0.001,0.1687123250044038,0.6884809641575812,0.002284272875821205,0.18019436413668188,0.50414922840172,0.07110497475945987
114,0.0023010022169896536,0.002732348237026206,0.6824387869957634,0.5689548546691404,0.001,0.17114561842973464,0.6904106726113762,0.0022788873120424555,0.18019436413668188,0.50414922840172,0.07110497475945987
115,0.0023008979213628307,0.0027435335131129482,0.6820297548494194,0.5697602508233738,0.001,0.17114561842973464,0.6916228360444461,0.002273392130652666,0.18019436413668188,0.50414922840172,0.07110497475945987
116,0.0023131127745067838,0.002733535156059213,0.6788858800311701,0.5705368828292416,0.001,0.17114561842973464,0.6897836915253056,0.0022810192409862713,0.18019436413668188,0.50414922840172,0.07110497475945987
117,0.0023083709393659714,0.0027391466542051237,0.6805339511609646,0.5692856423753434,0.001,0.17114561842973464,0.6887247901354976,0.002279732922342712,0.18019436413668188,0.50414922840172,0.07110497475945987
118,0.00229848325665395,0.0027534102970421803,0.6822715913739001,0.5697890149717392,0.001,0.1714143256791576,0.6920965550872549,0.002265714500353102,0.18019436413668188,0.50414922840172,0.07110497475945987
119,0.0022926999584441466,0.002740326917210397,0.6843466084666668,0.5693719348204398,0.001,0.17278473265121494,0.6915949702183984,0.0022650856021105914,0.18019436413668188,0.50414922840172,0.07110497475945987
120,0.002297770859541436,0.002744628787357889,0.6818207603220904,0.5688397980756785,0.001,0.17278473265121494,0.692486676651921,0.0022653315461679717,0.18110696993974013,0.50414922840172,0.07110497475945987
121,0.0022922919170496226,0.002757185907236061,0.6839943034063123,0.5659490011649481,0.001,0.17278473265121494,0.6931345571075272,0.002260797045323795,0.1814134940262635,0.50414922840172,0.07110497475945987
122,0.002298851289135604,0.002739652532029377,0.6817550763277871,0.5691562037076987,0.001,0.17278473265121494,0.6882232052666412,0.0022797063982861678,0.1814134940262635,0.50414922840172,0.07110497475945987
123,0.002300772963058236,0.002758535072356396,0.6817789614166246,0.5705512649034243,0.001,0.17278473265121494,0.6954404542129645,0.002254189777749639,0.18167125291720365,0.50414922840172,0.07110497475945987
124,0.002300787669400151,0.002757884006632191,0.6806981611467231,0.568422717924379,0.001,0.17278473265121494,0.6896652617646034,0.0022707317433863323,0.18167125291720365,0.50414922840172,0.07110497475945987
125,0.0023020058771548984,0.002732813610334981,0.6798860681262446,0.5686815952596683,0.001,0.17278473265121494,0.6884182660489742,0.0022832664729136322,0.18167125291720365,0.50414922840172,0.07110497475945987
126,0.002292416608506527,0.002729648114299992,0.684176427208699,0.5722195855086221,0.001,0.17306836808116155,0.6904385384374238,0.002275096583488473,0.18167125291720365,0.50414922840172,0.07110497475945987
127,0.0022996546931446983,0.002725338823896713,0.6814833834422593,0.5710834016481857,0.001,0.17306836808116155,0.6938521021282524,0.00226649584065635,0.18167125291720365,0.50414922840172,0.07110497475945987
128,0.002288847053821232,0.002740114146347667,0.6836688690708999,0.5695876659331809,0.001,0.17306836808116155,0.6902713434811383,0.0022702193815774853,0.18167125291720365,0.50414922840172,0.07110497475945987
129,0.002288333731269702,0.0027295496548950843,0.6831105551193211,0.5686672131854856,0.001,0.17306836808116155,0.6865582221602982,0.0022836824134290644,0.18167125291720365,0.50414922840172,0.07110497475945987
130,0.0022893550411095553,0.002740212390157112,0.682820948417165,0.5696883404524601,0.001,0.17306836808116155,0.6929325298686823,0.0022609781417948327,0.18215890487303632,0.50414922840172,0.07110497475945987
131,0.002286645607001327,0.0027355361918506337,0.683797251423402,0.5672290057672118,0.001,0.17306836808116155,0.6892472743738898,0.0022674417285204326,0.18215890487303632,0.50414922840172,0.07110497475945987
132,0.002273162209543493,0.0027479356844420984,0.6864574531926899,0.5700191281586631,0.001,0.17489259174113336,0.6894911003518059,0.002272394280094991,0.18215890487303632,0.50414922840172,0.07110497475945987
133,0.002296936168241264,0.002740962243179921,0.6800084792065374,0.572003854395881,0.001,0.17489259174113336,0.6930648925424083,0.0022564532971979245,0.18215890487303632,0.50414922840172,0.07110497475945987
134,0.002284403884020455,0.002734414280636181,0.6827074942451864,0.5707526139419827,0.001,0.17489259174113336,0.6921174544567905,0.002261970097079638,0.18215890487303632,0.50414922840172,0.07110497475945987
135,0.0022740557963711787,0.002750244686994481,0.6838360646927631,0.5707957601645309,0.001,0.17489259174113336,0.6916089031314222,0.0022595378256270978,0.18215890487303632,0.50414922840172,0.07110497475945987
136,0.002270622550004184,0.002753557255568096,0.6860215503214038,0.5706375573485208,0.001,0.17489259174113336,0.6929673621512418,0.002251790622802998,0.1822076700686196,0.50414922840172,0.07110497475945987
137,0.0022725517606167326,0.002759788146192967,0.6863260852040831,0.5663660813162474,0.001,0.17489259174113336,0.6918736284788742,0.0022517207521410496,0.1822076700686196,0.50414922840172,0.07110497475945987
138,0.002280730939468944,0.002725223686061051,0.6840599874006157,0.570349915864866,0.001,0.17489259174113336,0.6930718589989202,0.002255947577458796,0.18238879793792884,0.50414922840172,0.07110497475945987
139,0.002258549667439157,0.0027527933815536428,0.6888250626237173,0.5701773309746732,0.001,0.17596443510272086,0.6939217666933715,0.0022431034954859264,0.18534257549897248,0.50414922840172,0.07110497475945987
140,0.0022616646324915162,0.0027413099446562572,0.6882249497666726,0.5674878831025011,0.001,0.1760749036385948,0.6926747709777422,0.002255458175967848,0.18534257549897248,0.50414922840172,0.07110497475945987
141,0.002261017261752219,0.002745334591612963,0.6875382534625915,0.5700478923070286,0.001,0.17612565945237454,0.6948622383224773,0.0022465416640920447,0.18534257549897248,0.50414922840172,0.07110497475945987
142,0.002262131638105257,0.0027458213020147004,0.6871232500440382,0.5693431706720743,0.001,0.17612565945237454,0.6930230938033369,0.002250776739262327,0.18534257549897248,0.50414922840172,0.07110497475945987
143,0.002266099509949155,0.002742937439662184,0.6872814887575872,0.5687678877047648,0.001,0.17612565945237454,0.6939078337803476,0.0022456350367313985,0.18534257549897248,0.50414922840172,0.07110497475945987
144,0.0022742164859285204,0.00274644104810451,0.68331954964665,0.5687103594080338,0.001,0.17612565945237454,0.6928419659340277,0.0022436959078130127,0.18534257549897248,0.50414922840172,0.07110497475945987
